   h    k    l      d(Å)      F(real)      F(imag)          |F|         2θ          I    M
   0   20    0   1.622500     7.105028     0.105980      7.10582   56.73575    0.00556    2
   0   10    5   1.620833    -6.542144    -0.036275      6.54224   56.79940    0.00940    4
   1    3    5   1.619776    -2.043148    -0.007093      2.04316   56.83983    0.00092    4
   1   14   -4   1.617353    21.000659     0.108603      21.0009   56.93275    0.09637    4
   1   17    2   1.616808    -9.536438    -0.035030       9.5365   56.95372    0.01986    4
   2    7    3   1.616784    -6.626141    -0.065577      6.62647   56.95464    0.00959    4
   1   18   -2   1.615694    -2.081113    -0.020813      2.08122   56.99656    0.00094    4
   2   14   -2   1.615333    -0.597451     0.003392     0.597461   57.01048    0.00008    4
   1   10   -5   1.610001    -3.285480    -0.008023      3.28549   57.21668    0.00233    4
   1   15    3   1.607308     7.267214    -0.002924      7.26721   57.32142    0.01136    4
   1    4    5   1.605833    -1.748331    -0.010570      1.74836   57.37896    0.00066    4
   0   19    2   1.604291    16.859679     0.100851        16.86   57.43923    0.06088    4
   1   19    0   1.603633    -9.008806    -0.010401      9.00881   57.46501    0.01736    4
   2    1   -5   1.603409     6.137600    -0.001393       6.1376   57.47378    0.00806    4
   0   20    1   1.598633     9.293608     0.066152      9.29384   57.66158    0.01834    4
   2    2   -5   1.597569   -22.655090    -0.092241      22.6553   57.70360    0.10879    4
   1   19   -1   1.596974   -44.711800    -0.236149      44.7124   57.72711    0.42337    4
   2   15   -1   1.595445   -11.141140    -0.047056      11.1412   57.78764    0.02622    4
   1    5    5   1.588424     3.213887     0.010826      3.21391   58.06739    0.00216    4
   2   10   -4   1.588116    -2.725518    -0.049040      2.72596   58.07970    0.00155    4
   0   15    4   1.588081   -22.059969    -0.133122      22.0604   58.08114    0.10165    4
   2    3   -5   1.587976     4.619477     0.052532      4.61978   58.08534    0.00446    4
   2    8    3   1.587498    -5.014956    -0.052322      5.01523   58.10450    0.00525    4
   2   15    0   1.585532     1.248878     0.007816       1.2489   58.18345    0.00032    4
   2   14    1   1.585049     1.393668    -0.020581      1.39382   58.20287    0.00040    4
   1   12    4   1.584457   -18.351164    -0.082966      18.3514   58.22671    0.06995    4
   2   13   -3   1.584342    11.653786     0.048568      11.6539   58.23134    0.02820    4
   1   17   -3   1.583529     1.913455     0.029308      1.91368   58.26410    0.00076    4
   2   12    2   1.582557    -2.716613    -0.029414      2.71677   58.30334    0.00153    4
   0   11    5   1.579972    -1.908103    -0.007778      1.90812   58.40791    0.00075    4
   3    1   -1   1.577013   -22.369184    -0.112093      22.3695   58.52814    0.10273    4
   2    4   -5   1.574831    12.820059     0.020967      12.8201   58.61714    0.03363    4
   3    2   -1   1.571456   -27.116426    -0.120777      27.1167   58.75535    0.14964    4
   1   11   -5   1.569934    -3.055501    -0.027548      3.05563   58.81790    0.00190    4
   1    6    5   1.567896     5.814417     0.039228      5.81455   58.90188    0.00684    4
   1    0   -6   1.564903     5.368128     0.010544      5.36814   59.02563    0.00290    2
   1   19    1   1.564675     5.342201     0.024080      5.34226   59.03511    0.00575    4
   1    1   -6   1.563087    24.471049     0.165202      24.4716   59.10103    0.12028    4
   3    3   -1   1.562323   -17.315660    -0.093101      17.3159   59.13282    0.06015    4
   1   15   -4   1.562066     9.312475     0.055863      9.31264   59.14352    0.01739    4
   0   18    3   1.560716    -2.589206    -0.041500      2.58954   59.19974    0.00134    4
   2   15   -2   1.560245    -0.650016    -0.007044     0.650054   59.21940    0.00008    4
   3    0   -2   1.560036   -18.188333    -0.127670      18.1888   59.22811    0.03306    2
   0    0    6   1.559114   -33.772530    -0.219846      33.7732   59.26665    0.11383    2
   2    5   -5   1.558401   -11.601103    -0.070871      11.6013   59.29649    0.02683    4
   3    1   -2   1.558237     3.944100     0.050109      3.94442   59.30335    0.00310    4
   1    2   -6   1.557675    10.226115     0.067102      10.2263   59.32687    0.02082    4
   0    1    6   1.557317    13.872278     0.107545      13.8727   59.34186    0.03830    4
   2    9    3   1.556156     8.632752     0.031659      8.63281   59.39058    0.01480    4
   3    0    0   1.553702   -14.289079    -0.074037      14.2893   59.49383    0.02020    2
   3    2   -2   1.552875     5.436266     0.012221      5.43628   59.52872    0.00584    4
   0    2    6   1.551965   -16.443628    -0.062654      16.4437   59.56714    0.05336    4
   3    1    0   1.551924     9.155310     0.065886      9.15555   59.56886    0.01654    4
   1   18    2   1.550837    -2.526156    -0.032744      2.52637   59.61485    0.00126    4
   3    4   -1   1.549800    -7.354870     0.009992      7.35488   59.65879    0.01064    4
   2   11   -4   1.549623    18.234029     0.142983      18.2346   59.66630    0.06537    4
   1   16    3   1.549465    -0.642694    -0.009060     0.642758   59.67300    0.00008    4
   1    3   -6   1.548779    -3.119719     0.048067      3.12009   59.70211    0.00191    4
   3    2    0   1.546627     6.339376     0.004219      6.33938   59.79362    0.00786    4
   1   19   -2   1.546331     9.678651     0.060184      9.67884   59.80625    0.01832    4
   1    7    5   1.544632    -1.790024    -0.006027      1.79003   59.87876    0.00062    4
   3    3   -2   1.544060    25.024685     0.134998       25.025   59.90318    0.12203    4
   0    3    6   1.543166    32.700158     0.178801      32.7006   59.94146    0.20807    4
   1   13    4   1.539248    -3.027176     0.023323      3.02727   60.10971    0.00177    4
   2    6   -5   1.539001    19.778772     0.048638      19.7788   60.12038    0.07562    4
   2   16   -1   1.538829     5.455455     0.038662      5.45559   60.12776    0.00575    4
   0   12    5   1.538583     2.448694    -0.005791       2.4487   60.13836    0.00116    4
   3    3    0   1.537918     8.298070     0.036977      8.29815   60.16708    0.01329    4
   2   13    2   1.537506   -10.229952    -0.070414      10.2302   60.18485    0.02018    4
   1    4   -6   1.536576    16.891770     0.084236       16.892   60.22505    0.05494    4
   2   14   -3   1.535692     8.110251     0.098233      8.11085   60.26332    0.01265    4
   3    5   -1   1.534133   -16.820324    -0.039081      16.8204   60.33093    0.05426    4
   2   15    1   1.532904     9.105539     0.061987      9.10575   60.38434    0.01587    4
   0   20    2   1.532893     3.872793     0.034866      3.87295   60.38479    0.00287    4
   1   20    0   1.532319     7.300646    -0.003430      7.30065   60.40978    0.01019    4
   0   16    4   1.532218   -17.811358    -0.023100      17.8114   60.41418    0.06066    4
   3    4   -2   1.531968    27.579668     0.134615        27.58   60.42506    0.14538    4
   0    4    6   1.531094     2.886766     0.073091      2.88769   60.46314    0.00159    4
   2   16    0   1.529928     6.123741     0.102504       6.1246   60.51405    0.00715    4
   1   12   -5   1.529308    10.400492     0.062449      10.4007   60.54114    0.02059    4
   1   20   -1   1.526506    22.625411     0.123717      22.6257   60.66394    0.09698    4
   3    4    0   1.525968    -6.956457    -0.041836      6.95658   60.68760    0.00916    4
   0   21    1   1.524579     1.822091     0.005650       1.8221   60.74874    0.00063    4
   2   10    3   1.523233     4.505509     0.010037      4.50552   60.80807    0.00383    4
   1   18   -3   1.521396     8.399819     0.059933      8.40003   60.88930    0.01326    4
   1    5   -6   1.521303   -20.091395    -0.114133      20.0917   60.89341    0.07583    4
   2    0    4   1.520801     6.648023     0.097517      6.64874   60.91564    0.00415    2
   2    1    4   1.519134    11.289057     0.094620      11.2895   60.98962    0.02386    4
   1    8    5   1.519034    -6.544228    -0.076499      6.54467   60.99406    0.00802    4
   2    7   -5   1.516981     8.799977    -0.006100      8.79998   61.08539    0.01445    4
   3    5   -2   1.516830    15.981310     0.071158      15.9815   61.09212    0.04763    4
   0    5    6   1.515982    -4.129438    -0.024419      4.12951   61.12995    0.00318    4
   3    6   -1   1.515614    -6.672510     0.012354      6.67252   61.14638    0.00829    4
   2    2    4   1.514164     5.104875     0.014844       5.1049   61.21123    0.00484    4
   3    5    0   1.511006   -13.336049    -0.075169      13.3363   61.35296    0.03286    4
   2   12   -4   1.510515    -0.750369     0.020812     0.750658   61.37505    0.00010    4
   1   16   -4   1.508813    -6.823671    -0.059985      6.82394   61.45178    0.00857    4
   2   16   -2   1.507172     5.390794     0.059248      5.39112   61.52594    0.00534    4
   2    3    4   1.505989    11.453277     0.102783      11.4537   61.57955    0.02404    4
   1    6   -6   1.503240    -0.456826    -0.047657     0.459305   61.70446    0.00004    4
   3    1   -3   1.499995     3.616592     0.038467       3.6168   61.85260    0.00237    4
   3    6   -2   1.498924     2.362790    -0.001319      2.36279   61.90164    0.00101    4
   1   20    1   1.498223    -3.290014    -0.016550      3.29006   61.93379    0.00196    4
   0    6    6   1.498106    -1.790869    -0.032793      1.79117   61.93919    0.00058    4
   0   19    3   1.497929     3.455795     0.037409        3.456   61.94732    0.00216    4
   0   13    5   1.497089    17.891675     0.123979      17.8921   61.98592    0.05781    4
   3    2   -3   1.495210     9.201603     0.074286       9.2019   62.07242    0.01524    4
   2    4    4   1.494763   -10.792901    -0.088857      10.7933   62.09306    0.02096    4
   3    7   -1   1.494570    10.962164     0.086711      10.9625   62.10194    0.02161    4
   1   14    4   1.494521     0.084229     0.001154    0.0842365   62.10423    0.00000    4
   1   17    3   1.494270    -2.417103    -0.072997      2.41821   62.11582    0.00105    4
   3    6    0   1.493303    -4.685229    -0.000161      4.68523   62.16051    0.00394    4
   2   14    2   1.492926    15.012687     0.070778      15.0129   62.17794    0.04043    4
   2    8   -5   1.492712    14.275769     0.049980      14.2759   62.18784    0.03654    4
   1    9    5   1.491507     5.283441     0.020745      5.28348   62.24372    0.00500    4
   1   19    2   1.489188     5.940422     0.013062      5.94044   62.35147    0.00629    4
   2   11    3   1.489169     2.888549     0.012861      2.88858   62.35234    0.00149    4
   3    1    1   1.488791    -1.995772    -0.042514      1.99622   62.36994    0.00071    4
   1   13   -5   1.488540     7.815445     0.038102      7.81554   62.38165    0.01088    4
   2   15   -3   1.488125     6.637119     0.057142      6.63737   62.40097    0.00784    4
   3    3   -3   1.487337    -7.035868    -0.075592      7.03627   62.43779    0.00880    4
   2   17   -1   1.484724    -0.784666     0.003554     0.784674   62.56003    0.00011    4
   3    2    1   1.484113     0.806973    -0.022345     0.807283   62.58872    0.00012    4
   1    7   -6   1.482700     4.460918     0.034407      4.46105   62.65509    0.00351    4
   2   16    1   1.482484    -1.997899    -0.019036      1.99799   62.66525    0.00070    4
   1   20   -2   1.482095     7.980769     0.070254      7.98108   62.68356    0.01122    4
   2    5    4   1.480692    -9.939983    -0.036436      9.94005   62.74972    0.01737    4
   0   17    4   1.478783   -23.891709    -0.069113      23.8918   62.83993    0.10002    4
   3    7   -2   1.478558    10.237452     0.054182      10.2376   62.85056    0.01836    4
   0    7    6   1.477773    -1.641233     0.011552      1.64127   62.88778    0.00047    4
   2   17    0   1.476724   -16.564364    -0.087415      16.5646   62.93754    0.04792    4
   3    4   -3   1.476520     8.232066     0.062970      8.23231   62.94727    0.01183    4
   3    3    1   1.476412     9.545962     0.047119      9.54608   62.95238    0.01591    4
   0   22    0   1.475000    -6.108969    -0.081637      6.10951   63.01955    0.00325    2
   3    7    0   1.473162     3.030371     0.049033      3.03077   63.10721    0.00159    4
   3    8   -1   1.471345     8.325731     0.018735      8.32575   63.19415    0.01200    4
   2   13   -4   1.471193     2.689839     0.057906      2.69046   63.20141    0.00125    4
   0   21    2   1.467242     0.294174    -0.012926     0.294458   63.39136    0.00001    4
   1   21    0   1.466739   -27.885938    -0.166936      27.8864   63.41565    0.13357    4
   2    9   -5   1.466567    27.394977     0.174989      27.3955   63.42392    0.12887    4
   3    4    1   1.465830     0.167524     0.017291     0.168414   63.45954    0.00000    4
   2    6    4   1.464021     0.056967     0.023746    0.0617178   63.54710    0.00000    4
   1   19   -3   1.463062    -9.812656    -0.076611      9.81296   63.59362    0.01644    4
   3    5   -3   1.462953    -2.279091    -0.016206      2.27915   63.59895    0.00089    4
   1   10    5   1.462444     0.379486     0.028218     0.380533   63.62365    0.00002    4
   1   21   -1   1.461639    -7.094569    -0.041232      7.09469   63.66284    0.00857    4
   1    8   -6   1.460015    -2.686737    -0.026860      2.68687   63.74195    0.00123    4
   1   17   -4   1.457710    -2.671011    -0.019267      2.67108   63.85467    0.00121    4
